30VVK2,57.96,-4.27
30VVK3,58.42,-3.43
30VVK4,57.97,-3.42
30VVL1,59.31,-4.32
30VVL3,59.31,-3.44
30VVL4,58.86,-3.43
30VWH1,56.62,-2.59
30VWH2,56.17,-2.60
30VWJ1,57.52,-2.58
30VWJ2,57.07,-2.59
30VWJ3,57.51,-1.75
30VWJ4,57.06,-1.76
30VWL1,59.31,-2.56
30VWL2,58.86,-2.57
30VWL3,59.31,-1.68
30VWM3,60.20,-1.65
30VWM4,59.76,-1.67
30VWN4,60.65,-1.63
30VXM1,60.19,-0.75
30VXM2,59.74,-0.78
30VXN2,60.64,-0.59
31SBC3,38.59,0.35
31SBD4,39.04,0.34
31SBE4,39.94,0.33
31SCC3,38.61,1.56
31SCD2,39.06,0.98
31SCD4,39.07,1.56
31SDD1,39.52,2.13
31SDD3,39.52,2.71
31SDD4,39.07,2.71
31SDE4,39.97,2.71
31SED1,39.52,3.29
31SED2,39.07,3.29
31SEE2,39.97,3.29
31SEE4,39.97,3.88
31SFE2,39.97,4.46
31TBE3,40.39,0.32
31TBF3,41.29,0.31
31TBF4,40.84,0.31
31TBG3,42.20,0.29
31TBG4,41.74,0.30
31TBH3,43.10,0.27
31TBH4,42.65,0.28
31TBJ3,44.00,0.25
31TBJ4,43.55,0.26
31TBK3,44.89,0.23
31TBK4,44.45,0.24
31TBL3,45.79,0.21
31TBL4,45.34,0.22
31TCF1,41.31,0.91
31TCF2,40.86,0.92
31TCF3,41.32,1.51
31TCG1,42.21,0.88
31TCG2,41.76,0.89
31TCG3,42.22,1.49
31TCG4,41.77,1.50
31TCH1,43.11,0.85
31TCH2,42.66,0.86
31TCH3,43.12,1.46
31TCH4,42.67,1.47
31TCJ1,44.01,0.82
31TCJ2,43.56,0.83
31TCJ3,44.02,1.44
31TCJ4,43.57,1.45
31TCK1,44.91,0.78
31TCK2,44.46,0.80
31TCK3,44.92,1.42
31TCK4,44.47,1.43
31TCL1,45.81,0.75
31TCL2,45.36,0.77
31TCL3,45.82,1.39
31TCL4,45.37,1.40
31TCM1,46.71,0.71
31TCM2,46.26,0.73
31TCM3,46.72,1.36
31TCM4,46.27,1.38
31TCN1,47.60,0.67
31TCN2,47.16,0.69
31TCN3,47.62,1.34
31TCN4,47.17,1.35
31TDF1,41.32,2.10
31TDG1,42.22,2.09
31TDG2,41.77,2.10
31TDG3,42.23,2.70
31TDG4,41.78,2.70
31TDH1,43.12,2.08
31TDH2,42.67,2.08
31TDH3,43.13,2.69
31TDH4,42.68,2.69
31TDJ1,44.02,2.06
31TDJ2,43.57,2.07
31TDJ3,44.03,2.69
31TDJ4,43.58,2.69
31TDK1,44.92,2.05
31TDK2,44.47,2.06
31TDK3,44.93,2.68
31TDK4,44.48,2.69
31TDL1,45.82,2.03
31TDL2,45.37,2.04
31TDL3,45.83,2.68
31TDL4,45.38,2.68
31TDM1,46.72,2.02
31TDM2,46.27,2.03
31TDM3,46.73,2.67
31TDM4,46.28,2.68
31TDN1,47.62,2.00
31TDN2,47.17,2.01
31TDN3,47.63,2.67
31TDN4,47.18,2.67
31TEG1,42.23,3.30
31TEG2,41.78,3.30
31TEH1,43.13,3.31
31TEJ1,44.03,3.31
31TEJ2,43.58,3.31
31TEJ3,44.02,3.94
31TEJ4,43.57,3.93
31TEK1,44.93,3.32
31TEK2,44.48,3.31
31TEK3,44.92,3.95
31TEK4,44.47,3.94
31TEL1,45.83,3.32
31TEL2,45.38,3.32
31TEL3,45.82,3.97
31TEL4,45.37,3.96
31TEM1,46.73,3.33
31TEM2,46.28,3.32
31TEM3,46.72,3.98
31TEM4,46.27,3.97
31TEN1,47.63,3.33
31TEN2,47.18,3.33
31TEN3,47.62,4.00
31TEN4,47.17,3.99
31TFH3,43.11,5.15
31TFJ1,44.02,4.56
31TFJ2,43.57,4.55
31TFJ3,44.01,5.18
31TFJ4,43.56,5.17
31TFK1,44.92,4.58
31TFK2,44.47,4.57
31TFK3,44.91,5.22
31TFK4,44.46,5.20
31TFL1,45.82,4.61
31TFL2,45.37,4.60
31TFL3,45.81,5.25
31TFL4,45.36,5.23
31TFM1,46.72,4.64
31TFM2,46.27,4.62
31TFM3,46.71,5.29
31TFM4,46.26,5.27
31TFN1,47.62,4.66
31TFN2,47.17,4.65
31TFN3,47.60,5.33
31TFN4,47.16,5.31
31TGH1,43.10,5.73
31TGJ1,44.00,5.75
31TGJ2,43.55,5.74
31TGK1,44.89,5.77
31TGK2,44.45,5.76
31TGL1,45.79,5.79
31TGL2,45.34,5.78
31TGM1,46.69,6.00
31TGM2,46.24,6.00
31TGN1,47.59,6.00
31TGN2,47.14,6.00
31UCP1,48.50,0.63
31UCP2,48.05,0.65
31UCP3,48.52,1.31
31UCP4,48.07,1.32
31UCQ1,49.40,0.59
31UCQ2,48.95,0.61
31UCQ3,49.41,1.28
31UCQ4,48.97,1.29
31UCR2,49.85,0.57
31UCR3,50.31,1.24
31UCR4,49.86,1.26
31UCS1,51.20,0.43
31UCS2,50.75,0.44
31UCS3,51.21,1.21
31UCS4,50.76,1.23
31UCT1,52.10,0.40
31UCT2,51.65,0.42
31UCT3,52.11,1.17
31UCT4,51.66,1.19
31UCU1,53.00,0.38
31UCU2,52.55,0.39
31UCU3,53.01,1.14
31UCU4,52.56,1.16
31UCV1,53.89,0.36
31UCV2,53.45,0.37
31UDP1,48.52,1.98
31UDP2,48.07,1.99
31UDP3,48.53,2.66
31UDP4,48.08,2.66
31UDQ1,49.42,1.97
31UDQ2,48.97,1.98
31UDQ3,49.43,2.66
31UDQ4,48.98,2.66
31UDR1,50.32,1.95
31UDR2,49.87,1.96
31UDR3,50.33,2.65
31UDR4,49.88,2.65
31UDS2,50.77,1.94
31UDS3,51.23,2.64
31UDS4,50.78,2.65
31UDT1,52.12,1.90
31UDU2,52.57,1.89
31UEP1,48.53,3.34
31UEP2,48.08,3.34
31UEP3,48.52,4.02
31UEP4,48.07,4.01
31UEQ1,49.43,3.34
31UEQ2,48.98,3.34
31UEQ3,49.42,4.03
31UEQ4,48.97,4.02
31UER1,50.33,3.35
31UER2,49.88,3.35
31UER3,50.32,4.05
31UER4,49.87,4.04
31UES1,51.23,3.36
31UES2,50.78,3.35
31UES3,51.22,4.07
31UES4,50.77,4.06
31UET2,51.68,3.36
31UET3,52.12,4.10
31UET4,51.67,4.08
31UFP1,48.52,4.69
31UFP2,48.07,4.68
31UFP3,48.50,5.37
31UFP4,48.05,5.35
31UFQ1,49.41,4.72
31UFQ2,48.97,4.71
31UFQ3,49.40,5.41
31UFQ4,48.95,5.39
31UFR1,50.31,4.76
31UFR2,49.86,4.74
31UFR3,50.30,5.55
31UFR4,49.85,5.43
31UFS1,51.21,4.79
31UFS2,50.76,4.77
31UFS3,51.20,5.57
31UFS4,50.75,5.56
31UFT1,52.11,4.83
31UFT2,51.66,4.81
31UFT3,52.10,5.60
31UFT4,51.65,5.58
31UFU1,53.01,4.86
31UFU2,52.56,4.84
31UFU3,53.00,5.62
31UFU4,52.55,5.61
31UFV2,53.46,4.88
31UFV4,53.45,5.63
31UGP1,48.49,6.00
31UGP2,48.04,6.00
31UGQ1,49.39,6.00
32SMJ1,39.52,8.13
32SMJ2,39.07,8.13
32SMJ3,39.52,8.71
32SMJ4,39.07,8.71
32SMK2,39.97,8.12
32SMK4,39.97,8.71
32SNJ1,39.52,9.29
32SNJ2,39.07,9.29
32SNJ3,39.52,9.87
32SNJ4,39.07,9.87
32SNK2,39.97,9.29
32SNK4,39.97,9.88
32SQF1,36.79,11.52
32TKN3,43.10,6.27
32TKP3,44.00,6.25
32TKP4,43.55,6.26
32TKQ3,44.89,6.23
32TKQ4,44.45,6.24
32TKR3,45.79,6.21
32TKR4,45.34,6.22
32TLP1,44.01,6.82
32TLP2,43.56,6.83
32TLP3,44.02,7.44
32TLP4,43.57,7.45
32TLQ1,44.91,6.78
32TLQ2,44.46,6.80
32TLQ3,44.92,7.42
32TLQ4,44.47,7.43
32TLR1,45.81,6.75
32TLR2,45.36,6.77
32TLR3,45.82,7.39
32TLR4,45.37,7.40
32TLS1,46.71,6.71
32TLS2,46.26,6.73
32TLS3,46.72,7.36
32TLS4,46.27,7.38
32TLT1,47.60,6.67
32TLT2,47.16,6.69
32TLT3,47.62,7.34
32TLT4,47.17,7.35
32TMK1,40.42,8.12
32TMK3,40.43,8.71
32TML1,41.32,8.10
32TML2,40.87,8.11
32TML3,41.33,8.70
32TML4,40.88,8.70
32TMM3,42.23,8.70
32TMM4,41.78,8.70
32TMN4,42.68,8.69
32TMP1,44.02,8.06
32TMP3,44.03,8.69
32TMQ1,44.92,8.05
32TMQ2,44.47,8.06
32TMQ3,44.93,8.68
32TMQ4,44.48,8.69
32TMR1,45.82,8.03
32TMR2,45.37,8.04
32TMR3,45.83,8.68
32TMR4,45.38,8.68
32TMS1,46.72,8.02
32TMS2,46.27,8.03
32TMS3,46.73,8.67
32TMS4,46.28,8.68
32TMT1,47.62,8.00
32TMT2,47.17,8.01
32TMT3,47.63,8.67
32TMT4,47.18,8.67
32TNK1,40.43,9.29
32TNK3,40.42,9.88
32TNL1,41.33,9.30
32TNL2,40.88,9.30
32TNL4,40.87,9.89
32TNM1,42.23,9.30
32TNM2,41.78,9.30
32TNN1,43.13,9.31
32TNN2,42.68,9.31
32TNN3,43.12,9.92
32TNN4,42.67,9.92
32TNP1,44.03,9.31
32TNP3,44.02,9.94
32TNQ1,44.93,9.32
32TNQ2,44.48,9.31
32TNQ3,44.92,9.95
32TNQ4,44.47,9.94
32TNR1,45.83,9.32
32TNR2,45.38,9.32
32TNR3,45.82,9.97
32TNR4,45.37,9.96
32TNS1,46.73,9.33
32TNS2,46.28,9.32
32TNS3,46.72,9.98
32TNS4,46.27,9.97
32TNT1,47.63,9.33
32TNT2,47.18,9.33
32TNT3,47.62,10.00
32TNT4,47.17,9.99
32TPM1,42.22,10.51
32TPM3,42.21,11.12
32TPN1,43.12,10.54
32TPN2,42.67,10.53
32TPN3,43.11,11.15
32TPN4,42.66,11.14
32TPP1,44.02,10.56
32TPP2,43.57,10.55
32TPP3,44.01,11.18
32TPP4,43.56,11.17
32TPQ1,44.92,10.58
32TPQ2,44.47,10.57
32TPQ3,44.91,11.22
32TPQ4,44.46,11.20
32TPR1,45.82,10.61
32TPR2,45.37,10.60
32TPR3,45.81,11.25
32TPR4,45.36,11.23
